Mosquito ID,Replicate,Batch,Day,Temperature,Infected,Disseminated,Infectious,,
774,1,6,15,36,1,0,0,,
775,1,6,15,36,1,1,0,,
776,1,6,15,36,1,1,0,,
777,1,6,15,36,1,1,0,,
778,1,6,15,36,0,0,0,,
779,1,6,15,36,0,0,0,,
780,1,6,15,36,0,0,0,,
781,1,6,15,38,0,0,0,,
782,1,6,15,38,0,0,0,,
783,1,6,15,38,0,0,0,,
784,1,6,15,38,0,0,0,,
785,1,6,15,38,0,0,0,,
786,1,6,15,38,0,0,0,,
787,1,6,15,38,0,0,0,,
788,1,6,15,38,0,0,0,,
789,1,6,15,38,0,0,0,,
790,1,6,15,38,0,0,0,,
791,1,6,15,38,0,0,0,,
792,1,6,15,38,0,0,0,,
793,1,6,15,38,0,0,0,,
794,1,6,15,38,0,0,0,,
795,1,6,15,38,0,0,0,,
796,1,6,15,38,0,0,0,,
797,1,6,15,38,0,0,0,,
798,1,6,15,38,0,0,0,,
799,1,6,15,38,0,0,0,,
800,1,6,15,38,0,0,0,,
801,1,2,18,16,0,0,0,,
802,1,2,18,16,0,0,0,,
803,1,2,18,16,0,0,0,,
804,1,2,18,16,0,0,0,,
805,1,2,18,16,0,0,0,,
806,1,2,18,16,0,0,0,,
807,1,2,18,16,0,0,0,,
808,1,2,18,16,0,0,0,,
809,1,2,18,16,0,0,0,,
810,1,2,18,16,0,0,0,,
811,1,2,18,16,1,1,0,,
812,1,2,18,16,0,0,0,,
813,1,2,18,16,1,0,0,,
814,1,2,18,16,1,0,0,,
815,1,2,18,16,1,1,0,,
816,1,2,18,16,1,1,0,,
817,1,2,18,16,0,0,0,,
818,1,2,18,16,0,0,0,,
819,1,2,18,16,1,1,0,,
820,1,2,18,16,0,0,0,,
821,1,1,18,20,1,0,0,,
822,1,1,18,20,0,0,0,,
823,1,1,18,20,1,0,0,,
824,1,1,18,20,1,0,0,,
825,1,1,18,20,1,0,0,,
826,1,1,18,20,1,0,0,,
827,1,1,18,20,1,0,0,,
828,1,1,18,20,1,0,0,,
829,1,1,18,20,1,0,0,,
830,1,1,18,20,1,0,0,,
831,1,1,18,20,1,0,0,,
832,1,1,18,20,1,0,0,,
833,1,1,18,20,1,0,0,,
834,1,1,18,20,1,0,0,,
835,1,1,18,20,0,0,0,,
836,1,1,18,20,1,0,0,,
837,1,1,18,20,1,0,0,,
838,1,1,18,20,0,0,0,,
839,1,1,18,20,1,0,0,,
840,1,1,18,20,1,0,0,,
841,1,5,18,24,1,1,0,,
842,1,5,18,24,1,1,1,,
843,1,5,18,24,1,1,1,,
844,1,5,18,24,1,1,0,,
845,1,5,18,24,1,1,0,,
846,1,5,18,24,0,0,0,,
847,1,5,18,24,1,1,0,,
848,1,5,18,24,1,1,0,,
849,1,5,18,24,1,1,0,,
850,1,5,18,24,1,1,0,,
851,1,5,18,24,0,0,0,,
852,1,5,18,24,1,1,1,,
853,1,5,18,24,1,1,1,,
854,1,5,18,24,0,0,0,,
855,1,5,18,24,1,1,0,,
856,1,5,18,24,0,0,0,,
857,1,5,18,24,0,0,0,,
858,1,5,18,24,0,0,0,,
859,1,5,18,24,0,0,0,,
860,1,5,18,24,0,0,0,,
861,1,1,18,28,1,1,0,,
862,1,1,18,28,1,1,0,,
863,1,1,18,28,1,1,1,,
864,1,1,18,28,1,1,0,,
865,1,1,18,28,1,1,1,,
866,1,1,18,28,1,1,0,,
867,1,1,18,28,1,1,0,,
868,1,1,18,28,1,1,0,,
869,1,1,18,28,1,1,0,,
870,1,1,18,28,1,1,1,,
871,1,1,18,28,1,1,1,,
872,1,1,18,28,1,1,0,,
873,1,1,18,28,1,1,0,,
874,1,1,18,28,1,1,0,,
875,1,1,18,28,1,1,0,,
876,1,1,18,28,1,1,0,,
877,1,1,18,28,1,1,0,,
878,1,1,18,28,1,0,0,,
879,1,1,18,28,1,1,0,,
880,1,1,18,28,1,0,0,,
881,1,2,18,32,1,1,0,,
882,1,2,18,32,1,1,0,,
883,1,2,18,32,1,1,0,,
884,1,2,18,32,1,1,0,,
885,1,2,18,32,1,1,0,,
886,1,2,18,32,1,1,0,,
887,1,2,18,32,1,1,0,,
888,1,2,18,32,1,1,0,,
889,1,2,18,32,1,1,1,,
890,1,2,18,32,1,1,0,,
891,1,2,18,32,1,1,0,,
892,1,2,18,32,1,1,1,,
893,1,2,18,32,0,0,0,,
894,1,2,18,32,0,0,0,,
895,1,2,18,32,1,1,0,,
896,1,2,18,32,1,1,0,,
897,1,2,18,32,1,1,0,,
898,1,2,18,32,1,1,0,,
899,1,2,18,32,1,1,0,,
900,1,2,18,32,0,0,0,,
901,1,1,18,34,1,1,0,,
902,1,1,18,34,1,1,0,,
903,1,1,18,34,1,1,0,,
904,1,1,18,34,1,1,0,,
905,1,1,18,34,1,1,0,,
906,1,1,18,34,1,1,0,,
907,1,1,18,34,1,1,0,,
908,1,1,18,34,1,1,0,,
909,1,1,18,34,1,1,0,,
910,1,1,18,34,1,1,1,,
911,1,1,18,34,1,1,0,,
912,1,1,18,34,1,1,0,,
913,1,1,18,34,1,1,1,,
914,1,1,18,34,1,1,0,,
915,1,1,18,34,1,1,0,,
916,1,1,18,34,1,1,0,,
917,1,1,18,34,1,1,0,,
918,1,1,18,34,1,1,1,,
919,1,1,18,34,0,0,0,,
920,1,1,18,34,1,1,0,,
921,1,6,18,36,0,0,0,,
922,1,6,18,36,0,0,0,,
923,1,6,18,36,0,0,0,,
924,1,6,18,36,0,0,0,,
925,1,6,18,36,0,0,0,,
926,1,6,18,36,0,0,0,,
927,1,6,18,36,0,0,0,,
928,1,6,18,36,0,0,0,,
929,1,6,18,36,0,0,0,,
930,1,6,18,36,0,0,0,,
931,1,6,18,36,0,0,0,,
932,1,6,18,36,0,0,0,,
933,1,6,18,36,0,0,0,,
934,1,6,18,36,0,0,0,,
935,1,6,18,36,0,0,0,,
936,1,6,18,36,0,0,0,,
937,1,6,18,36,0,0,0,,
938,1,6,18,36,0,0,0,,
939,1,6,18,36,0,0,0,,
940,1,6,18,36,0,0,0,,
941,1,6,18,38,0,0,0,,
942,1,6,18,38,0,0,0,,
943,1,6,18,38,0,0,0,,
944,1,6,18,38,0,0,0,,
945,1,6,18,38,0,0,0,,
946,1,6,18,38,0,0,0,,
947,1,6,18,38,0,0,0,,
948,1,6,18,38,0,0,0,,
949,1,6,18,38,0,0,0,,
950,1,6,18,38,0,0,0,,
951,1,6,18,38,0,0,0,,
952,1,6,18,38,0,0,0,,
953,1,6,18,38,0,0,0,,
954,1,6,18,38,0,0,0,,
955,1,6,18,38,0,0,0,,
956,1,6,18,38,0,0,0,,
957,1,6,18,38,0,0,0,,
958,1,6,18,38,0,0,0,,
959,1,6,18,38,0,0,0,,
960,1,6,18,38,0,0,0,,
961,1,2,21,16,1,0,0,,
962,1,2,21,16,0,0,0,,
963,1,2,21,16,0,0,0,,
964,1,2,21,16,0,0,0,,
965,1,2,21,16,0,0,0,,
966,1,2,21,16,0,0,0,,
967,1,2,21,16,0,0,0,,
968,1,2,21,16,0,0,0,,
969,1,2,21,16,0,0,0,,
970,1,2,21,16,1,1,0,,
971,1,2,21,16,0,0,0,,
972,1,2,21,16,1,1,0,,
973,1,2,21,16,1,1,0,,
974,1,2,21,16,0,0,0,,
975,1,2,21,16,0,0,0,,
976,1,2,21,16,1,1,0,,
977,1,2,21,16,0,0,0,,
978,1,2,21,16,0,0,0,,
979,1,2,21,16,0,0,0,,
980,1,2,21,16,0,0,0,,
981,1,1,21,20,1,0,0,,
982,1,1,21,20,1,1,0,,
983,1,1,21,20,1,0,0,,
984,1,1,21,20,1,0,0,,
985,1,1,21,20,1,0,0,,
986,1,1,21,20,1,0,0,,
987,1,1,21,20,1,0,0,,
988,1,1,21,20,1,0,0,,
989,1,1,21,20,1,0,0,,
990,1,1,21,20,1,0,0,,
991,1,1,21,20,1,0,0,,
992,1,1,21,20,1,0,0,,
993,1,1,21,20,1,0,0,,
994,1,1,21,20,1,0,0,,
995,1,1,21,20,1,0,0,,
996,1,1,21,20,1,0,0,,
997,1,1,21,20,0,0,0,,
998,1,1,21,20,1,1,1,,
999,1,1,21,20,1,0,0,,
1000,1,1,21,20,1,0,0,,
1001,1,5,21,24,0,0,0,,
1002,1,5,21,24,1,1,0,,
1003,1,5,21,24,1,0,0,,
1004,1,5,21,24,1,1,0,,
1005,1,5,21,24,1,1,0,,
1006,1,5,21,24,1,0,0,,
1007,1,5,21,24,1,1,0,,
1008,1,5,21,24,1,1,0,,
1009,1,5,21,24,0,0,0,,
1010,1,5,21,24,1,1,0,,
1011,1,5,21,24,1,1,0,,
1012,1,5,21,24,1,1,0,,
1013,1,5,21,24,1,1,0,,
1014,1,5,21,24,1,0,0,,
1015,1,5,21,24,1,1,1,,
1016,1,5,21,24,1,0,0,,
1017,1,5,21,24,1,1,0,,
1018,1,5,21,24,0,0,0,,
1019,1,5,21,24,0,0,0,,
1020,1,5,21,24,1,0,0,,
1021,1,1,21,28,0,0,0,,
1022,1,1,21,28,1,1,1,,
1023,1,1,21,28,1,1,1,,
1024,1,1,21,28,1,1,1,,
1025,1,1,21,28,1,1,1,,
1026,1,1,21,28,1,1,1,,
1027,1,1,21,28,1,1,0,,
1028,1,1,21,28,1,1,0,,
1029,1,1,21,28,1,1,1,,
1030,1,1,21,28,1,1,0,,
1031,1,1,21,28,1,1,1,,
1032,1,1,21,28,1,1,1,,
1033,1,1,21,28,1,1,1,,
1034,1,1,21,28,1,1,0,,
1035,1,1,21,28,1,1,1,,
1036,1,1,21,28,1,1,0,,
1037,1,1,21,28,1,1,0,,
1038,1,1,21,28,1,1,0,,
1039,1,1,21,28,1,1,1,,
1040,1,1,21,28,1,1,0,,
1041,1,2,21,32,1,1,0,,
1042,1,2,21,32,1,1,0,,
1043,1,2,21,32,0,0,0,,
1044,1,2,21,32,1,1,0,,
1045,1,2,21,32,1,1,0,,
1046,1,2,21,32,1,1,0,,
1047,1,2,21,32,1,1,0,,
1048,1,2,21,32,1,1,1,,
1049,1,2,21,32,1,1,0,,
1050,1,2,21,32,1,1,0,,
1051,1,2,21,32,1,1,0,,
1052,1,2,21,32,1,1,0,,
1053,1,2,21,32,1,1,0,,
1054,1,2,21,32,1,1,0,,
1055,1,2,21,32,1,1,0,,
1056,1,2,21,32,1,1,1,,
1057,1,2,21,32,1,1,0,,
1058,1,2,21,32,1,1,0,,
1059,1,2,21,32,1,1,0,,
1060,1,2,21,32,1,1,0,,
1061,1,1,21,34,1,1,1,,
1062,1,1,21,34,1,1,1,,
1063,1,1,21,34,1,1,1,,
1064,1,1,21,34,1,1,0,,
1065,1,1,21,34,1,1,0,,
1066,1,1,21,34,0,0,0,,
1067,1,1,21,34,1,1,0,,
1068,1,1,21,34,1,1,0,,
1069,1,1,21,34,1,1,0,,
1070,1,1,21,34,1,1,0,,
1071,1,1,21,34,1,1,0,,
1072,1,1,21,34,1,1,0,,
1073,1,1,21,34,1,1,0,,
1074,1,1,21,34,1,1,0,,
1075,1,1,21,34,1,1,0,,
1076,1,1,21,34,1,1,0,,
1077,1,1,21,34,1,1,0,,
1078,1,1,21,34,1,1,0,,
1079,1,1,21,34,1,1,0,,
1080,1,1,21,34,1,1,1,,
1081,1,6,21,36,0,0,0,,
1082,1,6,21,36,0,0,0,,
1083,1,6,21,36,0,0,0,,
1084,1,6,21,36,0,0,0,,
1085,1,6,21,36,0,0,0,,
1086,1,6,21,36,0,0,0,,
1087,1,6,21,36,0,0,0,,
1088,1,6,21,36,0,0,0,,
1089,1,6,21,36,0,0,0,,
1090,1,6,21,36,0,0,0,,
1091,1,6,21,36,0,0,0,,
1092,1,6,21,36,0,0,0,,
1093,1,6,21,36,0,0,0,,
1094,1,6,21,36,0,0,0,,
1095,1,6,21,36,0,0,0,,
1096,1,6,21,36,0,0,0,,
1097,1,6,21,36,0,0,0,,
1098,1,6,21,36,0,0,0,,
1099,1,6,21,36,0,0,0,,
1100,1,6,21,36,0,0,0,,
1101,1,6,21,38,0,0,0,,
1102,1,6,21,38,0,0,0,,
1103,1,6,21,38,0,0,0,,
1104,1,6,21,38,0,0,0,,
1105,1,6,21,38,0,0,0,,
1106,1,6,21,38,0,0,0,,
1107,1,6,21,38,0,0,0,,
1108,1,6,21,38,0,0,0,,
1109,1,6,21,38,0,0,0,,
1110,1,6,21,38,0,0,0,,
1111,1,6,21,38,0,0,0,,
1112,1,6,21,38,0,0,0,,
1113,1,6,21,38,0,0,0,,
1114,1,6,21,38,0,0,0,,
1115,1,6,21,38,0,0,0,,
1116,1,6,21,38,0,0,0,,
1117,1,6,21,38,0,0,0,,
1118,1,6,21,38,0,0,0,,
1119,1,6,21,38,0,0,0,,
1120,1,6,21,38,0,0,0,,
1121,2,4,3,16,0,0,0,,
1122,2,4,3,16,0,0,0,,
1123,2,4,3,16,0,0,0,,
1124,2,4,3,16,0,0,0,,
1125,2,4,3,16,0,0,0,,
1126,2,4,3,16,0,0,0,,
1127,2,4,3,16,0,0,0,,
1128,2,4,3,16,0,0,0,,
1129,2,4,3,16,0,0,0,,
1130,2,4,3,16,0,0,0,,
1131,2,4,3,16,0,0,0,,
1132,2,4,3,16,0,0,0,,
1133,2,4,3,16,0,0,0,,
1134,2,4,3,16,0,0,0,,
1135,2,4,3,16,0,0,0,,
1136,2,4,3,16,0,0,0,,
1137,2,4,3,16,0,0,0,,
1138,2,4,3,16,0,0,0,,
1139,2,4,3,16,0,0,0,,
1140,2,4,3,16,0,0,0,,
1141,2,3,3,20,0,0,0,,
1142,2,3,3,20,0,0,0,,
1143,2,3,3,20,0,0,0,,
1144,2,3,3,20,0,0,0,,
1145,2,3,3,20,0,0,0,,
1146,2,3,3,20,0,0,0,,
1147,2,3,3,20,0,0,0,,
1148,2,3,3,20,0,0,0,,
1149,2,3,3,20,0,0,0,,
1150,2,3,3,20,0,0,0,,
1151,2,3,3,20,0,0,0,,
1152,2,3,3,20,0,0,0,,
1153,2,3,3,20,0,0,0,,
1154,2,3,3,20,0,0,0,,
1155,2,3,3,20,0,0,0,,
1156,2,3,3,20,0,0,0,,
1157,2,3,3,20,0,0,0,,
1158,2,3,3,20,0,0,0,,
1159,2,3,3,20,0,0,0,,
1160,2,3,3,20,0,0,0,,
1161,2,3,3,24,1,0,0,,
1162,2,3,3,24,0,0,0,,
1163,2,3,3,24,1,0,0,,
1164,2,3,3,24,0,0,0,,
1165,2,3,3,24,0,0,0,,
1166,2,3,3,24,1,0,0,,
1167,2,3,3,24,1,0,0,,
1168,2,3,3,24,1,0,0,,
1169,2,3,3,24,1,0,0,,
1170,2,3,3,24,0,0,0,,
1171,2,3,3,24,1,0,0,,
1172,2,3,3,24,1,0,0,,
1173,2,3,3,24,0,0,0,,
1174,2,3,3,24,1,0,0,,
1175,2,3,3,24,1,0,0,,
1176,2,3,3,24,0,0,0,,
1177,2,3,3,24,0,0,0,,
1178,2,3,3,24,0,0,0,,
1179,2,3,3,24,0,0,0,,
1180,2,3,3,24,0,0,0,,
1181,2,4,3,28,1,0,0,,
1182,2,4,3,28,1,0,0,,
1183,2,4,3,28,1,0,0,,
1184,2,4,3,28,1,0,0,,
1185,2,4,3,28,1,0,0,,
1186,2,4,3,28,0,0,0,,
1187,2,4,3,28,1,0,0,,
1188,2,4,3,28,1,0,0,,
1189,2,4,3,28,1,0,0,,
1190,2,4,3,28,1,0,0,,
1191,2,4,3,28,0,0,0,,
1192,2,4,3,28,1,0,0,,
1193,2,4,3,28,1,0,0,,
1194,2,4,3,28,1,0,0,,
1195,2,4,3,28,1,0,0,,
1196,2,4,3,28,0,0,0,,
1197,2,4,3,28,1,0,0,,
1198,2,4,3,28,1,0,0,,
1199,2,4,3,28,1,0,0,,
1200,2,4,3,28,1,0,0,,
1201,2,5,3,32,1,0,0,,
1202,2,5,3,32,1,0,0,,
1203,2,5,3,32,1,0,0,,
1204,2,5,3,32,1,0,0,,
1205,2,5,3,32,1,0,0,,
1206,2,5,3,32,0,0,0,,
1207,2,5,3,32,1,0,0,,
1208,2,5,3,32,1,0,0,,
1209,2,5,3,32,1,0,0,,
1210,2,5,3,32,1,0,0,,
1211,2,5,3,32,0,0,0,,
1212,2,5,3,32,1,0,0,,
1213,2,5,3,32,1,1,0,,
1214,2,5,3,32,0,0,0,,
1215,2,5,3,32,1,0,0,,
1216,2,5,3,32,0,0,0,,
1217,2,5,3,32,1,0,0,,
1218,2,5,3,32,1,1,0,,
1219,2,5,3,32,1,0,0,,
1220,2,5,3,32,1,0,0,,
1221,2,3,3,34,1,1,0,,
1222,2,3,3,34,1,0,0,,
1223,2,3,3,34,1,0,0,,
1224,2,3,3,34,1,1,0,,
1225,2,3,3,34,1,1,0,,
1226,2,3,3,34,0,0,0,,
1227,2,3,3,34,1,0,0,,
1228,2,3,3,34,1,0,0,,
1229,2,3,3,34,1,1,0,,
1230,2,3,3,34,1,0,0,,
1231,2,3,3,34,1,0,0,,
1232,2,3,3,34,0,0,0,,
1233,2,3,3,34,1,0,0,,
1234,2,3,3,34,0,0,0,,
1235,2,3,3,34,1,0,0,,
1236,2,3,3,34,1,1,0,,
1237,2,3,3,34,1,0,0,,
1238,2,3,3,34,1,0,0,,
1239,2,3,3,34,1,0,0,,
1240,2,3,3,34,1,0,0,,
1241,2,7,3,36,1,0,0,,
1242,2,7,3,36,1,0,0,,
1243,2,7,3,36,1,0,0,,
1244,2,7,3,36,1,1,0,,
1245,2,7,3,36,1,1,0,,
1246,2,7,3,36,1,0,0,,
1247,2,7,3,36,1,1,0,,
1248,2,7,3,36,1,1,0,,
1249,2,7,3,36,1,1,0,,
1250,2,7,3,36,1,1,0,,
1251,2,7,3,36,1,0,0,,
1252,2,7,3,36,1,1,0,,
1253,2,7,3,36,1,0,0,,
1254,2,7,3,36,1,1,0,,
1255,2,7,3,36,1,1,0,,
1256,2,7,3,36,0,0,0,,
1257,2,7,3,36,1,1,0,,
1258,2,7,3,36,1,1,0,,
1259,2,7,3,36,1,1,0,,
1260,2,7,3,36,1,1,0,,
1261,2,7,3,38,1,1,0,,
1262,2,7,3,38,1,1,0,,
1263,2,7,3,38,1,0,0,,
1264,2,7,3,38,1,1,0,,
1265,2,7,3,38,1,1,0,,
1266,2,7,3,38,1,0,0,,
1267,2,7,3,38,1,1,0,,
1268,2,7,3,38,1,1,0,,
1269,2,7,3,38,1,1,0,,
1270,2,7,3,38,1,0,0,,
1271,2,7,3,38,0,0,0,,
1272,2,7,3,38,0,0,0,,
1273,2,7,3,38,0,0,0,,
1274,2,7,3,38,0,0,0,,
1275,2,7,3,38,0,0,0,,
1276,2,7,3,38,0,0,0,,
1277,2,7,3,38,0,0,0,,
1278,2,7,3,38,0,0,0,,
1279,2,7,3,38,0,0,0,,
1280,2,7,3,38,0,0,0,,
1281,2,4,6,16,0,0,0,,
1282,2,4,6,16,0,0,0,,
1283,2,4,6,16,0,0,0,,
1284,2,4,6,16,0,0,0,,
1285,2,4,6,16,0,0,0,,
1286,2,4,6,16,0,0,0,,
1287,2,4,6,16,0,0,0,,
1288,2,4,6,16,0,0,0,,
1289,2,4,6,16,0,0,0,,
1290,2,4,6,16,0,0,0,,
1291,2,4,6,16,0,0,0,,
1292,2,4,6,16,0,0,0,,
1293,2,4,6,16,0,0,0,,
1294,2,4,6,16,0,0,0,,
1295,2,4,6,16,0,0,0,,
1296,2,4,6,16,0,0,0,,
1297,2,4,6,16,0,0,0,,
1298,2,4,6,16,0,0,0,,
1299,2,4,6,16,0,0,0,,
1300,2,4,6,16,0,0,0,,
1301,2,3,6,20,0,0,0,,
1302,2,3,6,20,0,0,0,,
1303,2,3,6,20,0,0,0,,
1304,2,3,6,20,1,0,0,,
1305,2,3,6,20,0,0,0,,
1306,2,3,6,20,1,0,0,,
1307,2,3,6,20,1,0,0,,
1308,2,3,6,20,1,0,0,,
1309,2,3,6,20,0,0,0,,
1310,2,3,6,20,1,0,0,,
1311,2,3,6,20,1,0,0,,
1312,2,3,6,20,0,0,0,,
1313,2,3,6,20,0,0,0,,
1314,2,3,6,20,0,0,0,,
1315,2,3,6,20,1,0,0,,
1316,2,3,6,20,1,0,0,,
1317,2,3,6,20,0,0,0,,
1318,2,3,6,20,0,0,0,,
1319,2,3,6,20,1,0,0,,
1320,2,3,6,20,0,0,0,,
1321,2,3,6,24,1,0,0,,
1322,2,3,6,24,1,0,0,,
1323,2,3,6,24,1,0,0,,
1324,2,3,6,24,1,0,0,,
1325,2,3,6,24,1,0,0,,
1326,2,3,6,24,1,0,0,,
1327,2,3,6,24,1,0,0,,
1328,2,3,6,24,0,0,0,,
1329,2,3,6,24,1,0,0,,
1330,2,3,6,24,1,0,0,,
1331,2,3,6,24,1,0,0,,
1332,2,3,6,24,1,0,0,,
1333,2,3,6,24,1,0,0,,
1334,2,3,6,24,1,0,0,,
1335,2,3,6,24,1,0,0,,
1336,2,3,6,24,1,0,0,,
1337,2,3,6,24,1,0,0,,
1338,2,3,6,24,0,0,0,,
1339,2,3,6,24,1,0,0,,
1340,2,3,6,24,1,0,0,,
1341,2,4,6,28,1,1,0,,
1342,2,4,6,28,1,0,0,,
1343,2,4,6,28,1,1,0,,
1344,2,4,6,28,1,0,0,,
1345,2,4,6,28,0,0,0,,
1346,2,4,6,28,1,1,0,,
1347,2,4,6,28,1,1,0,,
1348,2,4,6,28,0,0,0,,
1349,2,4,6,28,1,0,0,,
1350,2,4,6,28,1,1,0,,
1351,2,4,6,28,1,0,0,,
1352,2,4,6,28,1,1,0,,
1353,2,4,6,28,1,1,0,,
1354,2,4,6,28,1,0,0,,
1355,2,4,6,28,1,0,0,,
1356,2,4,6,28,1,0,0,,
1357,2,4,6,28,1,1,0,,
1358,2,4,6,28,0,0,0,,
1359,2,4,6,28,1,0,0,,
1360,2,4,6,28,0,0,0,,
1361,2,5,6,32,1,1,0,,
1362,2,5,6,32,1,1,0,,
1363,2,5,6,32,0,0,0,,
1364,2,5,6,32,0,0,0,,
1365,2,5,6,32,1,1,0,,
1366,2,5,6,32,0,0,0,,
1367,2,5,6,32,0,0,0,,
1368,2,5,6,32,0,0,0,,
1369,2,5,6,32,0,0,0,,
1370,2,5,6,32,1,1,0,,
1371,2,5,6,32,1,1,0,,
1372,2,5,6,32,1,1,0,,
1373,2,5,6,32,1,1,0,,
1374,2,5,6,32,0,0,0,,
1375,2,5,6,32,1,1,0,,
1376,2,5,6,32,1,1,0,,
1377,2,5,6,32,0,0,0,,
1378,2,5,6,32,1,1,0,,
1379,2,5,6,32,1,0,0,,
1380,2,5,6,32,0,0,0,,
1381,2,3,6,34,1,1,0,,
1382,2,3,6,34,0,0,0,,
1383,2,3,6,34,0,0,0,,
1384,2,3,6,34,1,1,0,,
1385,2,3,6,34,1,1,1,,
1386,2,3,6,34,1,1,0,,
1387,2,3,6,34,1,1,0,,
1388,2,3,6,34,1,1,1,,
1389,2,3,6,34,1,0,0,,
1390,2,3,6,34,1,1,0,,
1391,2,3,6,34,1,1,0,,
1392,2,3,6,34,1,1,0,,
1393,2,3,6,34,1,1,0,,
1394,2,3,6,34,1,1,0,,
1395,2,3,6,34,1,1,0,,
1396,2,3,6,34,1,1,0,,
1397,2,3,6,34,1,1,0,,
1398,2,3,6,34,1,1,0,,
1399,2,3,6,34,1,1,0,,
1400,2,3,6,34,1,1,0,,
1401,2,7,6,36,1,1,0,,
1402,2,7,6,36,1,1,0,,
1403,2,7,6,36,1,1,1,,
1404,2,7,6,36,1,1,0,,
1405,2,7,6,36,1,1,0,,
1406,2,7,6,36,1,1,0,,
1407,2,7,6,36,1,1,1,,
1408,2,7,6,36,1,1,0,,
1409,2,7,6,36,1,1,0,,
1410,2,7,6,36,1,1,0,,
1411,2,7,6,36,1,1,0,,
1412,2,7,6,36,1,1,1,,
1413,2,7,6,36,1,1,0,,
1414,2,7,6,36,1,1,0,,
1415,2,7,6,36,1,1,0,,
1416,2,7,6,36,1,1,0,,
1417,2,7,6,36,1,0,0,,
1418,2,7,6,36,1,1,0,,
1419,2,7,6,36,1,1,0,,
1420,2,7,6,36,1,1,0,,
1421,2,7,6,38,0,0,0,,
1422,2,7,6,38,0,0,0,,
1423,2,7,6,38,0,0,0,,
1424,2,7,6,38,0,0,0,,
1425,2,7,6,38,0,0,0,,
1426,2,7,6,38,0,0,0,,
1427,2,7,6,38,0,0,0,,
1428,2,7,6,38,0,0,0,,
1429,2,7,6,38,0,0,0,,
1430,2,7,6,38,0,0,0,,
1431,2,7,6,38,0,0,0,,
1432,2,7,6,38,0,0,0,,
1433,2,7,6,38,0,0,0,,
1434,2,7,6,38,0,0,0,,
1435,2,7,6,38,0,0,0,,
1436,2,7,6,38,0,0,0,,
1437,2,7,6,38,0,0,0,,
1438,2,7,6,38,0,0,0,,
1439,2,7,6,38,0,0,0,,
1440,2,7,6,38,0,0,0,,
1441,2,4,9,16,0,0,0,,
1442,2,4,9,16,0,0,0,,
1443,2,4,9,16,0,0,0,,
1444,2,4,9,16,0,0,0,,
1445,2,4,9,16,0,0,0,,
1446,2,4,9,16,0,0,0,,
1447,2,4,9,16,0,0,0,,
1448,2,4,9,16,0,0,0,,
1449,2,4,9,16,0,0,0,,
1450,2,4,9,16,0,0,0,,
1451,2,4,9,16,0,0,0,,
1452,2,4,9,16,0,0,0,,
1453,2,4,9,16,0,0,0,,
1454,2,4,9,16,0,0,0,,
1455,2,4,9,16,0,0,0,,
1456,2,4,9,16,0,0,0,,
1457,2,4,9,16,0,0,0,,
1458,2,4,9,16,0,0,0,,
1459,2,4,9,16,0,0,0,,
1460,2,4,9,16,0,0,0,,
1461,2,3,9,20,0,0,0,,
1462,2,3,9,20,1,0,0,,
1463,2,3,9,20,0,0,0,,
1464,2,3,9,20,0,0,0,,
1465,2,3,9,20,1,0,0,,
1466,2,3,9,20,1,0,0,,
1467,2,3,9,20,1,0,0,,
1468,2,3,9,20,0,0,0,,
1469,2,3,9,20,0,0,0,,
1470,2,3,9,20,0,0,0,,
1471,2,3,9,20,0,0,0,,
1472,2,3,9,20,0,0,0,,
1473,2,3,9,20,1,0,0,,
1474,2,3,9,20,0,0,0,,
1475,2,3,9,20,0,0,0,,
1476,2,3,9,20,0,0,0,,
1477,2,3,9,20,1,0,0,,
1478,2,3,9,20,0,0,0,,
1479,2,3,9,20,0,0,0,,
1480,2,3,9,20,0,0,0,,
1481,2,3,9,24,1,0,0,,
1482,2,3,9,24,1,0,0,,
1483,2,3,9,24,1,0,0,,
1484,2,3,9,24,1,0,0,,
1485,2,3,9,24,1,1,0,,
1486,2,3,9,24,1,0,0,,
1487,2,3,9,24,1,1,0,,
1488,2,3,9,24,0,0,0,,
1489,2,3,9,24,1,0,0,,
1490,2,3,9,24,1,0,0,,
1491,2,3,9,24,1,1,0,,
1492,2,3,9,24,1,0,0,,
1493,2,3,9,24,1,0,0,,
1494,2,3,9,24,0,0,0,,
1495,2,3,9,24,0,0,0,,
1496,2,3,9,24,1,0,0,,
1497,2,3,9,24,0,0,0,,
1498,2,3,9,24,1,0,0,,
1499,2,3,9,24,0,0,0,,
1500,2,3,9,24,0,0,0,,
1501,2,4,9,28,1,1,0,,
1502,2,4,9,28,0,0,0,,
1503,2,4,9,28,1,1,0,,
1504,2,4,9,28,1,1,0,,
1505,2,4,9,28,1,1,1,,
1506,2,4,9,28,1,1,1,,
1507,2,4,9,28,0,0,0,,
1508,2,4,9,28,1,1,0,,
1509,2,4,9,28,1,1,0,,
1510,2,4,9,28,1,1,0,,
1511,2,4,9,28,1,1,0,,
1512,2,4,9,28,0,0,0,,
1513,2,4,9,28,1,1,0,,
1514,2,4,9,28,1,1,0,,
1515,2,4,9,28,1,0,0,,
1516,2,4,9,28,1,1,1,,
1517,2,4,9,28,1,1,0,,
1518,2,4,9,28,0,0,0,,
1519,2,4,9,28,1,1,0,,
